date,team_1,team_1_score,team_2,team_2_score,stadium_attendance,stadium
Thu Jan 12 2017,Detroit Pistons,107,Golden State Warriors,127,19596,Oracle Arena
Fri Jan 13 2017,Charlotte Hornets,93,Philadelphia 76ers,102,18215,Wells Fargo Center
Fri Jan 13 2017,Brooklyn Nets,113,Toronto Raptors,132,19800,Air Canada Centre
Fri Jan 13 2017,Boston Celtics,103,Atlanta Hawks,101,18216,Philips Arena
Fri Jan 13 2017,Memphis Grizzlies,110,Houston Rockets,105,18055,Toyota Center
Fri Jan 13 2017,Miami Heat,108,Milwaukee Bucks,116,17483,BMO Harris Bradley Center
Fri Jan 13 2017,Oklahoma City Thunder,86,Minnesota Timberwolves,96,16644,Target Center
Fri Jan 13 2017,Orlando Magic,115,Portland Trail Blazers,109,19344,Moda Center
Fri Jan 13 2017,Cleveland Cavaliers,120,Sacramento Kings,108,17608,Golden 1 Center
Fri Jan 13 2017,Detroit Pistons,77,Utah Jazz,110,19911,Vivint Smart Home Arena
Sat Jan 14 2017,Los Angeles Lakers,97,Los Angeles Clippers,113,19060,STAPLES Center
Sat Jan 14 2017,New Orleans Pelicans,99,Chicago Bulls,107,21916,United Center
Sat Jan 14 2017,San Antonio Spurs,105,Phoenix Suns,108,20532,Mexico City Arena
Sat Jan 14 2017,Philadelphia 76ers,93,Washington Wizards,109,17880,Verizon Center
Sat Jan 14 2017,Orlando Magic,107,Utah Jazz,114,19911,Vivint Smart Home Arena
Sun Jan 15 2017,Minnesota Timberwolves,87,Dallas Mavericks,98,19655,American Airlines Center
Sun Jan 15 2017,Milwaukee Bucks,98,Atlanta Hawks,111,14231,Philips Arena
Sun Jan 15 2017,New York Knicks,101,Toronto Raptors,116,19800,Air Canada Centre
Sun Jan 15 2017,Houston Rockets,137,Brooklyn Nets,112,17732,Barclays Center
Sun Jan 15 2017,Chicago Bulls,108,Memphis Grizzlies,104,18119,FedEx Forum
Sun Jan 15 2017,Oklahoma City Thunder,122,Sacramento Kings,118,17608,Golden 1 Center
Sun Jan 15 2017,Detroit Pistons,102,Los Angeles Lakers,97,18997,STAPLES Center
Mon Jan 16 2017,Atlanta Hawks,108,New York Knicks,107,19812,Madison Square Garden (IV)
Mon Jan 16 2017,Portland Trail Blazers,101,Washington Wizards,120,17395,Verizon Center
Mon Jan 16 2017,Philadelphia 76ers,113,Milwaukee Bucks,104,13261,BMO Harris Bradley Center
Mon Jan 16 2017,New Orleans Pelicans,95,Indiana Pacers,98,15525,Bankers Life Fieldhouse
Mon Jan 16 2017,Orlando Magic,112,Denver Nuggets,125,11217,Pepsi Center
Mon Jan 16 2017,Charlotte Hornets,98,Boston Celtics,108,18624,TD Garden
Mon Jan 16 2017,Cleveland Cavaliers,91,Golden State Warriors,126,19596,Oracle Arena
Mon Jan 16 2017,Utah Jazz,106,Phoenix Suns,101,16767,Talking Stick Resort Arena
Mon Jan 16 2017,Oklahoma City Thunder,98,Los Angeles Clippers,120,19060,STAPLES Center
Tue Jan 17 2017,Toronto Raptors,119,Brooklyn Nets,109,12874,Barclays Center
Tue Jan 17 2017,Houston Rockets,103,Miami Heat,109,19600,AmericanAirlines Arena
Tue Jan 17 2017,Dallas Mavericks,99,Chicago Bulls,98,21294,United Center
Tue Jan 17 2017,Minnesota Timberwolves,114,San Antonio Spurs,122,18418,AT&T Center
Tue Jan 17 2017,Denver Nuggets,127,Los Angeles Lakers,121,18412,STAPLES Center
Wed Jan 18 2017,Portland Trail Blazers,85,Charlotte Hornets,107,15451,Spectrum Center
Wed Jan 18 2017,Toronto Raptors,89,Philadelphia 76ers,94,17223,Wells Fargo Center
Wed Jan 18 2017,Memphis Grizzlies,101,Washington Wizards,104,15079,Verizon Center
Wed Jan 18 2017,New York Knicks,117,Boston Celtics,106,18624,TD Garden
Wed Jan 18 2017,Atlanta Hawks,95,Detroit Pistons,118,15159,The Palace of Auburn Hills
Wed Jan 18 2017,Milwaukee Bucks,92,Houston Rockets,111,15782,Toyota Center
Wed Jan 18 2017,Orlando Magic,98,New Orleans Pelicans,118,15818,Smoothie King Center
Wed Jan 18 2017,Oklahoma City Thunder,100,Golden State Warriors,121,19596,Oracle Arena
Wed Jan 18 2017,Indiana Pacers,106,Sacramento Kings,100,17608,Golden 1 Center
Thu Jan 19 2017,Phoenix Suns,103,Cleveland Cavaliers,118,20562,Quicken Loans Arena
Thu Jan 19 2017,Dallas Mavericks,95,Miami Heat,99,19600,AmericanAirlines Arena
Thu Jan 19 2017,Washington Wizards,113,New York Knicks,110,19812,Madison Square Garden (IV)
Thu Jan 19 2017,Denver Nuggets,104,San Antonio Spurs,118,18418,AT&T Center
Thu Jan 19 2017,Minnesota Timberwolves,104,Los Angeles Clippers,101,19060,STAPLES Center
Fri Jan 20 2017,Toronto Raptors,78,Charlotte Hornets,113,18378,Spectrum Center
Fri Jan 20 2017,Milwaukee Bucks,96,Orlando Magic,112,19307,Amway Center
Fri Jan 20 2017,Portland Trail Blazers,92,Philadelphia 76ers,93,19476,Wells Fargo Center
Fri Jan 20 2017,Chicago Bulls,93,Atlanta Hawks,102,16328,Philips Arena
Fri Jan 20 2017,Golden State Warriors,125,Houston Rockets,108,18055,Toyota Center
Fri Jan 20 2017,Sacramento Kings,91,Memphis Grizzlies,107,16991,FedEx Forum
Fri Jan 20 2017,Brooklyn Nets,143,New Orleans Pelicans,114,17004,Smoothie King Center
Fri Jan 20 2017,Utah Jazz,112,Dallas Mavericks,107,19421,American Airlines Center
Fri Jan 20 2017,Indiana Pacers,95,Los Angeles Lakers,108,18997,STAPLES Center
Sat Jan 21 2017,Portland Trail Blazers,127,Boston Celtics,123,18624,TD Garden
Sat Jan 21 2017,Washington Wizards,112,Detroit Pistons,113,18231,The Palace of Auburn Hills
Sat Jan 21 2017,Philadelphia 76ers,93,Atlanta Hawks,110,15116,Philips Arena
Sat Jan 21 2017,Brooklyn Nets,105,Charlotte Hornets,112,18583,Spectrum Center
Sat Jan 21 2017,Milwaukee Bucks,97,Miami Heat,109,19600,AmericanAirlines Arena
Sat Jan 21 2017,Phoenix Suns,107,New York Knicks,105,19812,Madison Square Garden (IV)
Sat Jan 21 2017,Houston Rockets,119,Memphis Grizzlies,95,18119,FedEx Forum
Sat Jan 21 2017,San Antonio Spurs,118,Cleveland Cavaliers,115,20562,Quicken Loans Arena
Sat Jan 21 2017,Sacramento Kings,99,Chicago Bulls,102,21606,United Center
Sat Jan 21 2017,Los Angeles Clippers,98,Denver Nuggets,123,16056,Pepsi Center
Sat Jan 21 2017,Indiana Pacers,100,Utah Jazz,109,19911,Vivint Smart Home Arena
Sun Jan 22 2017,Golden State Warriors,118,Orlando Magic,98,18846,Amway Center
Sun Jan 22 2017,Los Angeles Lakers,73,Dallas Mavericks,122,19484,American Airlines Center
Sun Jan 22 2017,Phoenix Suns,115,Toronto Raptors,103,19800,Air Canada Centre
Sun Jan 22 2017,Denver Nuggets,108,Minnesota Timberwolves,111,12788,Target Center
Mon Jan 23 2017,Washington Wizards,109,Charlotte Hornets,99,15285,Spectrum Center
Mon Jan 23 2017,Los Angeles Clippers,115,Atlanta Hawks,105,12853,Philips Arena
Mon Jan 23 2017,San Antonio Spurs,112,Brooklyn Nets,86,16643,Barclays Center
Mon Jan 23 2017,Sacramento Kings,109,Detroit Pistons,104,14017,The Palace of Auburn Hills
Mon Jan 23 2017,Golden State Warriors,102,Miami Heat,105,19600,AmericanAirlines Arena
Mon Jan 23 2017,New York Knicks,109,Indiana Pacers,103,16015,Bankers Life Fieldhouse
Mon Jan 23 2017,Houston Rockets,114,Milwaukee Bucks,127,14016,BMO Harris Bradley Center
Mon Jan 23 2017,Cleveland Cavaliers,122,New Orleans Pelicans,124,17758,Smoothie King Center
Mon Jan 23 2017,Oklahoma City Thunder,97,Utah Jazz,95,19911,Vivint Smart Home Arena
Tue Jan 24 2017,Chicago Bulls,100,Orlando Magic,92,18846,Amway Center
Tue Jan 24 2017,Los Angeles Clippers,110,Philadelphia 76ers,121,17591,Wells Fargo Center
Tue Jan 24 2017,San Antonio Spurs,108,Toronto Raptors,106,19800,Air Canada Centre
Tue Jan 24 2017,Boston Celtics,108,Washington Wizards,123,16387,Verizon Center
Tue Jan 24 2017,Utah Jazz,93,Denver Nuggets,103,10867,Pepsi Center
Tue Jan 24 2017,Minnesota Timberwolves,112,Phoenix Suns,111,17241,Talking Stick Resort Arena
Wed Jan 25 2017,Sacramento Kings,116,Cleveland Cavaliers,112,20562,Quicken Loans Arena
Wed Jan 25 2017,Houston Rockets,109,Boston Celtics,120,18624,TD Garden
Wed Jan 25 2017,Miami Heat,109,Brooklyn Nets,106,14929,Barclays Center
Wed Jan 25 2017,Atlanta Hawks,119,Chicago Bulls,114,21445,United Center
Wed Jan 25 2017,Golden State Warriors,113,Charlotte Hornets,103,19639,Spectrum Center
Wed Jan 25 2017,Toronto Raptors,99,Memphis Grizzlies,101,15904,FedEx Forum
Wed Jan 25 2017,Philadelphia 76ers,114,Milwaukee Bucks,109,13663,BMO Harris Bradley Center
Wed Jan 25 2017,Oklahoma City Thunder,114,New Orleans Pelicans,105,15277,Smoothie King Center
Wed Jan 25 2017,New York Knicks,95,Dallas Mavericks,103,19750,American Airlines Center
Wed Jan 25 2017,Los Angeles Lakers,98,Portland Trail Blazers,105,19393,Moda Center
Thu Jan 26 2017,Indiana Pacers,109,Minnesota Timberwolves,103,14862,Target Center
Thu Jan 26 2017,Dallas Mavericks,98,Oklahoma City Thunder,109,18203,Chesapeake Energy Arena
Thu Jan 26 2017,Phoenix Suns,120,Denver Nuggets,127,12231,Pepsi Center
Thu Jan 26 2017,Los Angeles Lakers,88,Utah Jazz,96,19911,Vivint Smart Home Arena
Fri Jan 27 2017,Sacramento Kings,111,Indiana Pacers,115,17522,Bankers Life Fieldhouse
Fri Jan 27 2017,Orlando Magic,98,Boston Celtics,128,18624,TD Garden
Fri Jan 27 2017,Brooklyn Nets,116,Cleveland Cavaliers,124,20562,Quicken Loans Arena
Fri Jan 27 2017,Charlotte Hornets,107,New York Knicks,110,19812,Madison Square Garden (IV)
Fri Jan 27 2017,Milwaukee Bucks,86,Toronto Raptors,102,19800,Air Canada Centre
Fri Jan 27 2017,Washington Wizards,112,Atlanta Hawks,86,16968,Philips Arena
Fri Jan 27 2017,Miami Heat,100,Chicago Bulls,88,22082,United Center
Fri Jan 27 2017,San Antonio Spurs,103,New Orleans Pelicans,119,17757,Smoothie King Center
Fri Jan 27 2017,Houston Rockets,123,Philadelphia 76ers,118,20588,Wells Fargo Center
Fri Jan 27 2017,Memphis Grizzlies,109,Portland Trail Blazers,112,19558,Moda Center
Sat Jan 28 2017,Sacramento Kings,109,Charlotte Hornets,106,18597,Spectrum Center
Sat Jan 28 2017,Detroit Pistons,103,Miami Heat,116,19600,AmericanAirlines Arena
Sat Jan 28 2017,Boston Celtics,112,Milwaukee Bucks,108,18717,BMO Harris Bradley Center
Sat Jan 28 2017,Los Angeles Clippers,98,Golden State Warriors,144,19596,Oracle Arena
Sat Jan 28 2017,Brooklyn Nets,109,Minnesota Timberwolves,129,14798,Target Center
Sat Jan 28 2017,Denver Nuggets,123,Phoenix Suns,112,18055,Talking Stick Resort Arena
Sat Jan 28 2017,Memphis Grizzlies,102,Utah Jazz,95,19911,Vivint Smart Home Arena
Sun Jan 29 2017,New York Knicks,139,Atlanta Hawks,142,13643,Philips Arena
Sun Jan 29 2017,Oklahoma City Thunder,91,Cleveland Cavaliers,107,20562,Quicken Loans Arena
Sun Jan 29 2017,Houston Rockets,101,Indiana Pacers,120,17923,Bankers Life Fieldhouse
Sun Jan 29 2017,Washington Wizards,107,New Orleans Pelicans,94,16779,Smoothie King Center
Sun Jan 29 2017,Orlando Magic,114,Toronto Raptors,113,19800,Air Canada Centre
Sun Jan 29 2017,Philadelphia 76ers,108,Chicago Bulls,121,21606,United Center
Sun Jan 29 2017,Dallas Mavericks,105,San Antonio Spurs,101,18418,AT&T Center
Sun Jan 29 2017,Golden State Warriors,113,Portland Trail Blazers,111,19393,Moda Center
Mon Jan 30 2017,Sacramento Kings,119,Philadelphia 76ers,122,15840,Wells Fargo Center
Mon Jan 30 2017,Brooklyn Nets,96,Miami Heat,104,19600,AmericanAirlines Arena
Mon Jan 30 2017,Detroit Pistons,109,Boston Celtics,113,18188,TD Garden
Mon Jan 30 2017,Orlando Magic,105,Minnesota Timberwolves,111,11124,Target Center
Mon Jan 30 2017,Cleveland Cavaliers,97,Dallas Mavericks,104,20202,American Airlines Center
Mon Jan 30 2017,Memphis Grizzlies,115,Phoenix Suns,96,16332,Talking Stick Resort Arena
Tue Jan 31 2017,New Orleans Pelicans,106,Toronto Raptors,108,19800,Air Canada Centre
Tue Jan 31 2017,New York Knicks,101,Washington Wizards,117,16683,Verizon Center
Tue Jan 31 2017,Sacramento Kings,83,Houston Rockets,105,15187,Toyota Center
Tue Jan 31 2017,Oklahoma City Thunder,94,San Antonio Spurs,108,18418,AT&T Center
Tue Jan 31 2017,Charlotte Hornets,98,Portland Trail Blazers,115,19393,Moda Center
Tue Jan 31 2017,Denver Nuggets,116,Los Angeles Lakers,120,18997,STAPLES Center
Wed Feb 1 2017,Minnesota Timberwolves,97,Cleveland Cavaliers,125,20562,Quicken Loans Arena
Wed Feb 1 2017,Indiana Pacers,98,Orlando Magic,88,16662,Amway Center
Wed Feb 1 2017,Toronto Raptors,104,Boston Celtics,109,18624,TD Garden
Wed Feb 1 2017,New York Knicks,95,Brooklyn Nets,90,17732,Barclays Center
Wed Feb 1 2017,New Orleans Pelicans,98,Detroit Pistons,118,14262,The Palace of Auburn Hills
Wed Feb 1 2017,Atlanta Hawks,93,Miami Heat,116,19600,AmericanAirlines Arena
Wed Feb 1 2017,Philadelphia 76ers,95,Dallas Mavericks,113,19263,American Airlines Center
Wed Feb 1 2017,Memphis Grizzlies,119,Denver Nuggets,99,12020,Pepsi Center
Wed Feb 1 2017,Los Angeles Clippers,124,Phoenix Suns,114,16191,Talking Stick Resort Arena
Wed Feb 1 2017,Milwaukee Bucks,88,Utah Jazz,104,19694,Vivint Smart Home Arena
Wed Feb 1 2017,Chicago Bulls,128,Oklahoma City Thunder,100,18203,Chesapeake Energy Arena
Wed Feb 1 2017,Charlotte Hornets,111,Golden State Warriors,126,19596,Oracle Arena
Thu Feb 2 2017,Los Angeles Lakers,108,Washington Wizards,116,16473,Verizon Center
Thu Feb 2 2017,Atlanta Hawks,113,Houston Rockets,108,15602,Toyota Center
Thu Feb 2 2017,Philadelphia 76ers,86,San Antonio Spurs,102,18418,AT&T Center
Thu Feb 2 2017,Golden State Warriors,133,Los Angeles Clippers,120,19385,STAPLES Center
Fri Feb 3 2017,Toronto Raptors,94,Orlando Magic,102,17141,Amway Center
Fri Feb 3 2017,Indiana Pacers,106,Brooklyn Nets,97,14557,Barclays Center
Fri Feb 3 2017,Minnesota Timberwolves,108,Detroit Pistons,116,16934,The Palace of Auburn Hills
Fri Feb 3 2017,Los Angeles Lakers,107,Boston Celtics,113,18624,TD Garden
Fri Feb 3 2017,Chicago Bulls,117,Houston Rockets,121,18055,Toyota Center
Fri Feb 3 2017,Memphis Grizzlies,102,Oklahoma City Thunder,114,18203,Chesapeake Energy Arena
Fri Feb 3 2017,Milwaukee Bucks,117,Denver Nuggets,121,18792,Pepsi Center
Fri Feb 3 2017,Dallas Mavericks,108,Portland Trail Blazers,104,19393,Moda Center
Fri Feb 3 2017,Phoenix Suns,105,Sacramento Kings,103,17608,Golden 1 Center
Sat Feb 4 2017,Orlando Magic,86,Atlanta Hawks,113,16691,Philips Arena
Sat Feb 4 2017,Detroit Pistons,84,Indiana Pacers,105,17660,Bankers Life Fieldhouse
Sat Feb 4 2017,New Orleans Pelicans,91,Washington Wizards,105,19651,Verizon Center
Sat Feb 4 2017,Philadelphia 76ers,102,Miami Heat,125,19754,AmericanAirlines Arena
Sat Feb 4 2017,Cleveland Cavaliers,111,New York Knicks,104,19812,Madison Square Garden (IV)
Sat Feb 4 2017,Memphis Grizzlies,107,Minnesota Timberwolves,99,15081,Target Center
Sat Feb 4 2017,Milwaukee Bucks,137,Phoenix Suns,112,17192,Talking Stick Resort Arena
Sat Feb 4 2017,Denver Nuggets,97,San Antonio Spurs,121,18418,AT&T Center
Sat Feb 4 2017,Charlotte Hornets,98,Utah Jazz,105,19911,Vivint Smart Home Arena
Sat Feb 4 2017,Golden State Warriors,106,Sacramento Kings,109,17608,Golden 1 Center
Sun Feb 5 2017,Toronto Raptors,103,Brooklyn Nets,95,14245,Barclays Center
Sun Feb 5 2017,Los Angeles Clippers,102,Boston Celtics,107,18624,TD Garden
Sun Feb 5 2017,Portland Trail Blazers,99,Oklahoma City Thunder,105,18203,Chesapeake Energy Arena
Mon Feb 6 2017,Oklahoma City Thunder,90,Indiana Pacers,93,16123,Bankers Life Fieldhouse
Mon Feb 6 2017,Los Angeles Lakers,121,New York Knicks,107,19812,Madison Square Garden (IV)
Mon Feb 6 2017,Cleveland Cavaliers,140,Washington Wizards,135,20356,Verizon Center
Mon Feb 6 2017,Utah Jazz,120,Atlanta Hawks,95,13126,Philips Arena
Mon Feb 6 2017,Philadelphia 76ers,96,Detroit Pistons,113,14731,The Palace of Auburn Hills
Mon Feb 6 2017,Los Angeles Clippers,109,Toronto Raptors,118,19800,Air Canada Centre
Mon Feb 6 2017,Miami Heat,115,Minnesota Timberwolves,113,12502,Target Center
Mon Feb 6 2017,Phoenix Suns,106,New Orleans Pelicans,111,15888,Smoothie King Center
Mon Feb 6 2017,Dallas Mavericks,87,Denver Nuggets,110,13047,Pepsi Center
Mon Feb 6 2017,San Antonio Spurs,74,Memphis Grizzlies,89,16708,FedEx Forum
Mon Feb 6 2017,Chicago Bulls,112,Sacramento Kings,107,17608,Golden 1 Center
Tue Feb 7 2017,Brooklyn Nets,107,Charlotte Hornets,111,15322,Spectrum Center
Tue Feb 7 2017,Orlando Magic,104,Houston Rockets,128,15514,Toyota Center
Tue Feb 7 2017,Portland Trail Blazers,114,Dallas Mavericks,113,19326,American Airlines Center
Wed Feb 8 2017,Cleveland Cavaliers,132,Indiana Pacers,117,17580,Bankers Life Fieldhouse
Wed Feb 8 2017,San Antonio Spurs,111,Philadelphia 76ers,103,19233,Wells Fargo Center
Wed Feb 8 2017,Denver Nuggets,106,Atlanta Hawks,117,14222,Philips Arena
Wed Feb 8 2017,Washington Wizards,114,Brooklyn Nets,110,13179,Barclays Center
Wed Feb 8 2017,Los Angeles Lakers,102,Detroit Pistons,121,15121,The Palace of Auburn Hills
Wed Feb 8 2017,Phoenix Suns,91,Memphis Grizzlies,110,16044,FedEx Forum
Wed Feb 8 2017,Miami Heat,106,Milwaukee Bucks,88,14211,BMO Harris Bradley Center
Wed Feb 8 2017,Toronto Raptors,109,Minnesota Timberwolves,112,13832,Target Center
Wed Feb 8 2017,Utah Jazz,127,New Orleans Pelicans,94,14508,Smoothie King Center
Wed Feb 8 2017,Los Angeles Clippers,119,New York Knicks,115,19812,Madison Square Garden (IV)
Wed Feb 8 2017,Chicago Bulls,92,Golden State Warriors,123,19596,Oracle Arena
Wed Feb 8 2017,Boston Celtics,92,Sacramento Kings,108,17608,Golden 1 Center
Thu Feb 9 2017,Houston Rockets,107,Charlotte Hornets,95,16270,Spectrum Center
Thu Feb 9 2017,Philadelphia 76ers,112,Orlando Magic,111,17829,Amway Center
Thu Feb 9 2017,Cleveland Cavaliers,109,Oklahoma City Thunder,118,18203,Chesapeake Energy Arena
Thu Feb 9 2017,Utah Jazz,105,Dallas Mavericks,112,19883,American Airlines Center
Thu Feb 9 2017,Boston Celtics,120,Portland Trail Blazers,111,19393,Moda Center
Fri Feb 10 2017,Miami Heat,108,Brooklyn Nets,99,15382,Barclays Center
Fri Feb 10 2017,San Antonio Spurs,103,Detroit Pistons,92,17222,The Palace of Auburn Hills
Fri Feb 10 2017,Denver Nuggets,131,New York Knicks,123,19812,Madison Square Garden (IV)
Fri Feb 10 2017,Golden State Warriors,122,Memphis Grizzlies,107,18119,FedEx Forum
Fri Feb 10 2017,Los Angeles Lakers,122,Milwaukee Bucks,114,16380,BMO Harris Bradley Center
Fri Feb 10 2017,New Orleans Pelicans,122,Minnesota Timberwolves,106,16093,Target Center
Fri Feb 10 2017,Indiana Pacers,107,Washington Wizards,112,19503,Verizon Center
Fri Feb 10 2017,Chicago Bulls,97,Phoenix Suns,115,18055,Talking Stick Resort Arena
Fri Feb 10 2017,Atlanta Hawks,107,Sacramento Kings,108,17608,Golden 1 Center
Sat Feb 11 2017,Los Angeles Clippers,107,Charlotte Hornets,102,19483,Spectrum Center
Sat Feb 11 2017,Milwaukee Bucks,116,Indiana Pacers,100,17923,Bankers Life Fieldhouse
Sat Feb 11 2017,Denver Nuggets,109,Cleveland Cavaliers,125,20562,Quicken Loans Arena
Sat Feb 11 2017,Miami Heat,109,Philadelphia 76ers,117,20698,Wells Fargo Center
Sat Feb 11 2017,Golden State Warriors,130,Oklahoma City Thunder,114,18203,Chesapeake Energy Arena
Sat Feb 11 2017,Orlando Magic,80,Dallas Mavericks,112,20052,American Airlines Center
Sat Feb 11 2017,Phoenix Suns,102,Houston Rockets,133,18055,Toyota Center
Sat Feb 11 2017,Boston Celtics,112,Utah Jazz,104,19911,Vivint Smart Home Arena
Sun Feb 12 2017,Chicago Bulls,89,Minnesota Timberwolves,117,19356,Target Center
Sun Feb 12 2017,San Antonio Spurs,90,New York Knicks,94,19812,Madison Square Garden (IV)
Sun Feb 12 2017,Detroit Pistons,102,Toronto Raptors,101,19800,Air Canada Centre
Sun Feb 12 2017,New Orleans Pelicans,99,Sacramento Kings,105,17608,Golden 1 Center
Mon Feb 13 2017,Philadelphia 76ers,105,Charlotte Hornets,99,15775,Spectrum Center
Mon Feb 13 2017,San Antonio Spurs,110,Indiana Pacers,106,15203,Bankers Life Fieldhouse
Mon Feb 13 2017,Memphis Grizzlies,112,Brooklyn Nets,103,13597,Barclays Center
Mon Feb 13 2017,Orlando Magic,116,Miami Heat,107,19600,AmericanAirlines Arena
Mon Feb 13 2017,Detroit Pistons,89,Milwaukee Bucks,102,13397,BMO Harris Bradley Center
Mon Feb 13 2017,Oklahoma City Thunder,98,Washington Wizards,120,20356,Verizon Center
Mon Feb 13 2017,Boston Celtics,111,Dallas Mavericks,98,20159,American Airlines Center
Mon Feb 13 2017,Golden State Warriors,110,Denver Nuggets,132,19941,Pepsi Center
Mon Feb 13 2017,New Orleans Pelicans,110,Phoenix Suns,108,16321,Talking Stick Resort Arena
Mon Feb 13 2017,Los Angeles Clippers,88,Utah Jazz,72,19521,Vivint Smart Home Arena
Mon Feb 13 2017,Atlanta Hawks,109,Portland Trail Blazers,104,19475,Moda Center
Tue Feb 14 2017,Toronto Raptors,94,Chicago Bulls,105,21220,United Center
Tue Feb 14 2017,Cleveland Cavaliers,116,Minnesota Timberwolves,108,17738,Target Center
Tue Feb 14 2017,Sacramento Kings,97,Los Angeles Lakers,96,19997,STAPLES Center
Wed Feb 15 2017,Indiana Pacers,104,Cleveland Cavaliers,113,20562,Quicken Loans Arena
Wed Feb 15 2017,San Antonio Spurs,107,Orlando Magic,79,17101,Amway Center
Wed Feb 15 2017,Philadelphia 76ers,108,Boston Celtics,116,18624,TD Garden
Wed Feb 15 2017,Milwaukee Bucks,129,Brooklyn Nets,125,16182,Barclays Center
Wed Feb 15 2017,Dallas Mavericks,91,Detroit Pistons,98,13549,The Palace of Auburn Hills
Wed Feb 15 2017,Charlotte Hornets,85,Toronto Raptors,90,19800,Air Canada Centre
Wed Feb 15 2017,Miami Heat,117,Houston Rockets,109,16967,Toyota Center
Wed Feb 15 2017,New Orleans Pelicans,95,Memphis Grizzlies,91,16145,FedEx Forum
Wed Feb 15 2017,Minnesota Timberwolves,112,Denver Nuggets,99,13924,Pepsi Center
Wed Feb 15 2017,Los Angeles Lakers,101,Phoenix Suns,137,18055,Talking Stick Resort Arena
Wed Feb 15 2017,Portland Trail Blazers,88,Utah Jazz,111,19590,Vivint Smart Home Arena
Wed Feb 15 2017,New York Knicks,105,Oklahoma City Thunder,116,18203,Chesapeake Energy Arena
Wed Feb 15 2017,Sacramento Kings,86,Golden State Warriors,109,19596,Oracle Arena
Wed Feb 15 2017,Atlanta Hawks,84,Los Angeles Clippers,99,19060,STAPLES Center
Thu Feb 16 2017,Washington Wizards,111,Indiana Pacers,98,17233,Bankers Life Fieldhouse
Thu Feb 16 2017,Boston Celtics,103,Chicago Bulls,104,21866,United Center
Thu Feb 23 2017,Portland Trail Blazers,112,Orlando Magic,103,17487,Amway Center
Thu Feb 23 2017,Charlotte Hornets,108,Detroit Pistons,114,14913,The Palace of Auburn Hills
Thu Feb 23 2017,New York Knicks,104,Cleveland Cavaliers,119,20562,Quicken Loans Arena
Thu Feb 23 2017,Houston Rockets,129,New Orleans Pelicans,99,18470,Smoothie King Center
Thu Feb 23 2017,Los Angeles Clippers,113,Golden State Warriors,123,19596,Oracle Arena
Thu Feb 23 2017,Denver Nuggets,100,Sacramento Kings,116,17608,Golden 1 Center
Fri Feb 24 2017,Memphis Grizzlies,92,Indiana Pacers,102,17923,Bankers Life Fieldhouse
Fri Feb 24 2017,Washington Wizards,112,Philadelphia 76ers,120,19277,Wells Fargo Center
Fri Feb 24 2017,Miami Heat,108,Atlanta Hawks,90,18122,Philips Arena
Fri Feb 24 2017,Phoenix Suns,121,Chicago Bulls,128,21641,United Center
Fri Feb 24 2017,Utah Jazz,109,Milwaukee Bucks,95,16064,BMO Harris Bradley Center
Fri Feb 24 2017,Dallas Mavericks,84,Minnesota Timberwolves,97,15948,Target Center
Fri Feb 24 2017,Los Angeles Lakers,93,Oklahoma City Thunder,110,18203,Chesapeake Energy Arena
Fri Feb 24 2017,Boston Celtics,97,Toronto Raptors,107,19800,Air Canada Centre
Fri Feb 24 2017,Brooklyn Nets,109,Denver Nuggets,129,17143,Pepsi Center
Fri Feb 24 2017,San Antonio Spurs,105,Los Angeles Clippers,97,19060,STAPLES Center
Sat Feb 25 2017,Charlotte Hornets,99,Sacramento Kings,85,17608,Golden 1 Center
Sat Feb 25 2017,Atlanta Hawks,86,Orlando Magic,105,18498,Amway Center
Sat Feb 25 2017,Philadelphia 76ers,109,New York Knicks,110,19812,Madison Square Garden (IV)
Sat Feb 25 2017,Indiana Pacers,95,Miami Heat,113,19600,AmericanAirlines Arena
Sat Feb 25 2017,Chicago Bulls,117,Cleveland Cavaliers,99,20562,Quicken Loans Arena
Sat Feb 25 2017,New Orleans Pelicans,83,Dallas Mavericks,96,20411,American Airlines Center
Sat Feb 25 2017,Minnesota Timberwolves,130,Houston Rockets,142,18055,Toyota Center
Sat Feb 25 2017,Brooklyn Nets,95,Golden State Warriors,112,19596,Oracle Arena
Sun Feb 26 2017,San Antonio Spurs,119,Los Angeles Lakers,98,18997,STAPLES Center
Sun Feb 26 2017,Phoenix Suns,96,Milwaukee Bucks,100,16051,BMO Harris Bradley Center
Sun Feb 26 2017,Memphis Grizzlies,105,Denver Nuggets,98,18024,Pepsi Center
Sun Feb 26 2017,Utah Jazz,102,Washington Wizards,92,19648,Verizon Center
Sun Feb 26 2017,Boston Celtics,104,Detroit Pistons,98,20141,The Palace of Auburn Hills
Sun Feb 26 2017,Portland Trail Blazers,106,Toronto Raptors,112,19800,Air Canada Centre
Sun Feb 26 2017,New Orleans Pelicans,110,Oklahoma City Thunder,118,18203,Chesapeake Energy Arena
Sun Feb 26 2017,Charlotte Hornets,121,Los Angeles Clippers,124,19060,STAPLES Center
Mon Feb 27 2017,Milwaukee Bucks,95,Cleveland Cavaliers,102,20562,Quicken Loans Arena
Mon Feb 27 2017,Toronto Raptors,92,New York Knicks,91,19812,Madison Square Garden (IV)
