date,team_1,team_1_score,team_2,team_2_score,stadium_attendance,stadium
Mon Jan 7 2019,Denver Nuggets,113,Houston Rockets,125,18055,Toyota Center
Mon Jan 7 2019,Utah Jazz,102,Milwaukee Bucks,114,17341,Fiserv Forum
Mon Jan 7 2019,Memphis Grizzlies,95,New Orleans Pelicans,114,14624,Smoothie King Center
Mon Jan 7 2019,Los Angeles Lakers,107,Dallas Mavericks,97,20354,American Airlines Center
Mon Jan 7 2019,New York Knicks,101,Portland Trail Blazers,111,19026,Moda Center
Mon Jan 7 2019,Orlando Magic,95,Sacramento Kings,111,15724,Golden 1 Center
Tue Jan 8 2019,Indiana Pacers,123,Cleveland Cavaliers,115,19432,Quicken Loans Arena
Tue Jan 8 2019,Washington Wizards,115,Philadelphia 76ers,132,20446,Wells Fargo Center
Tue Jan 8 2019,Denver Nuggets,103,Miami Heat,99,19600,AmericanAirlines Arena
Tue Jan 8 2019,Atlanta Hawks,101,Toronto Raptors,104,19800,Scotiabank Arena
Tue Jan 8 2019,Minnesota Timberwolves,119,Oklahoma City Thunder,117,18203,Chesapeake Energy Arena
Tue Jan 8 2019,Sacramento Kings,111,Phoenix Suns,115,13977,Talking Stick Resort Arena
Tue Jan 8 2019,New York Knicks,95,Golden State Warriors,122,19596,Oracle Arena
Tue Jan 8 2019,Charlotte Hornets,109,Los Angeles Clippers,128,15275,STAPLES Center
Wed Jan 9 2019,Indiana Pacers,108,Boston Celtics,135,18624,TD Garden
Wed Jan 9 2019,Philadelphia 76ers,106,Washington Wizards,123,18039,Capital One Arena
Wed Jan 9 2019,Atlanta Hawks,100,Brooklyn Nets,116,14531,Barclays Center
Wed Jan 9 2019,Milwaukee Bucks,116,Houston Rockets,109,18055,Toyota Center
Wed Jan 9 2019,San Antonio Spurs,86,Memphis Grizzlies,96,13944,FedEx Forum
Wed Jan 9 2019,Cleveland Cavaliers,124,New Orleans Pelicans,140,15058,Smoothie King Center
Wed Jan 9 2019,Phoenix Suns,94,Dallas Mavericks,104,19596,American Airlines Center
Wed Jan 9 2019,Orlando Magic,93,Utah Jazz,106,18306,Vivint Smart Home Arena
Wed Jan 9 2019,Chicago Bulls,112,Portland Trail Blazers,124,19393,Moda Center
Wed Jan 9 2019,Detroit Pistons,100,Los Angeles Lakers,113,18997,STAPLES Center
Thu Jan 10 2019,Boston Celtics,99,Miami Heat,115,19600,AmericanAirlines Arena
Thu Jan 10 2019,Los Angeles Clippers,100,Denver Nuggets,121,15742,Pepsi Center
Thu Jan 10 2019,Oklahoma City Thunder,147,San Antonio Spurs,154,18354,AT&T Center
Thu Jan 10 2019,Detroit Pistons,102,Sacramento Kings,112,16916,Golden 1 Center
Fri Jan 11 2019,Atlanta Hawks,123,Philadelphia 76ers,121,20487,Wells Fargo Center
Fri Jan 11 2019,Milwaukee Bucks,106,Washington Wizards,113,17996,Capital One Arena
Fri Jan 11 2019,Indiana Pacers,121,New York Knicks,106,19812,Madison Square Garden (IV)
Fri Jan 11 2019,Brooklyn Nets,105,Toronto Raptors,122,19800,Scotiabank Arena
Fri Jan 11 2019,Cleveland Cavaliers,113,Houston Rockets,141,18055,Toyota Center
Fri Jan 11 2019,Dallas Mavericks,119,Minnesota Timberwolves,115,18978,Target Center
Fri Jan 11 2019,Charlotte Hornets,96,Portland Trail Blazers,127,19393,Moda Center
Fri Jan 11 2019,Los Angeles Lakers,95,Utah Jazz,113,18306,Vivint Smart Home Arena
Fri Jan 11 2019,Chicago Bulls,109,Golden State Warriors,146,19596,Oracle Arena
Sat Jan 12 2019,Detroit Pistons,109,Los Angeles Clippers,104,16540,STAPLES Center
Sat Jan 12 2019,Memphis Grizzlies,108,Miami Heat,112,19600,AmericanAirlines Arena
Sat Jan 12 2019,Boston Celtics,103,Orlando Magic,105,18846,Amway Center
Sat Jan 12 2019,New Orleans Pelicans,106,Minnesota Timberwolves,110,16384,Target Center
Sat Jan 12 2019,San Antonio Spurs,112,Oklahoma City Thunder,122,18203,Chesapeake Energy Arena
Sat Jan 12 2019,Denver Nuggets,93,Phoenix Suns,102,15246,Talking Stick Resort Arena
Sat Jan 12 2019,Charlotte Hornets,97,Sacramento Kings,104,17853,Golden 1 Center
Sat Jan 12 2019,Chicago Bulls,102,Utah Jazz,110,18306,Vivint Smart Home Arena
Sun Jan 13 2019,Philadelphia 76ers,108,New York Knicks,105,18596,Madison Square Garden (IV)
Sun Jan 13 2019,Toronto Raptors,140,Washington Wizards,138,16919,Capital One Arena
Sun Jan 13 2019,Milwaukee Bucks,133,Atlanta Hawks,114,16292,State Farm Arena
Sun Jan 13 2019,Houston Rockets,109,Orlando Magic,116,16982,Amway Center
Sun Jan 13 2019,Golden State Warriors,119,Dallas Mavericks,114,20340,American Airlines Center
Sun Jan 13 2019,Portland Trail Blazers,113,Denver Nuggets,116,19520,Pepsi Center
Sun Jan 13 2019,Cleveland Cavaliers,101,Los Angeles Lakers,95,18997,STAPLES Center
Mon Jan 14 2019,Boston Celtics,102,Brooklyn Nets,109,16247,Barclays Center
Mon Jan 14 2019,Memphis Grizzlies,94,Houston Rockets,112,18055,Toyota Center
Mon Jan 14 2019,Charlotte Hornets,108,San Antonio Spurs,93,18354,AT&T Center
Mon Jan 14 2019,Detroit Pistons,94,Utah Jazz,100,18306,Vivint Smart Home Arena
Mon Jan 14 2019,Portland Trail Blazers,107,Sacramento Kings,115,17583,Golden 1 Center
Mon Jan 14 2019,New Orleans Pelicans,121,Los Angeles Clippers,117,15283,STAPLES Center
Tue Jan 15 2019,Phoenix Suns,97,Indiana Pacers,131,15698,Bankers Life Fieldhouse
Tue Jan 15 2019,Minnesota Timberwolves,107,Philadelphia 76ers,149,20265,Wells Fargo Center
Tue Jan 15 2019,Oklahoma City Thunder,126,Atlanta Hawks,142,15045,State Farm Arena
Tue Jan 15 2019,Miami Heat,86,Milwaukee Bucks,124,17626,Fiserv Forum
Tue Jan 15 2019,Golden State Warriors,142,Denver Nuggets,111,19896,Pepsi Center
Tue Jan 15 2019,Chicago Bulls,100,Los Angeles Lakers,107,18997,STAPLES Center
Wed Jan 16 2019,Orlando Magic,115,Detroit Pistons,120,14019,Little Caesars Arena
Wed Jan 16 2019,Toronto Raptors,108,Boston Celtics,117,18624,TD Garden
Wed Jan 16 2019,Brooklyn Nets,145,Houston Rockets,142,18055,Toyota Center
Wed Jan 16 2019,Milwaukee Bucks,111,Memphis Grizzlies,101,14921,FedEx Forum
Wed Jan 16 2019,San Antonio Spurs,105,Dallas Mavericks,101,20214,American Airlines Center
Wed Jan 16 2019,Cleveland Cavaliers,112,Portland Trail Blazers,129,19089,Moda Center
Wed Jan 16 2019,New Orleans Pelicans,140,Golden State Warriors,147,19596,Oracle Arena
Wed Jan 16 2019,Utah Jazz,129,Los Angeles Clippers,109,15535,STAPLES Center
Thu Jan 17 2019,New York Knicks,100,Washington Wizards,101,19078,The O2 Arena
Thu Jan 17 2019,Sacramento Kings,95,Charlotte Hornets,114,15431,Spectrum Center
Thu Jan 17 2019,Philadelphia 76ers,120,Indiana Pacers,96,16007,Bankers Life Fieldhouse
Thu Jan 17 2019,Phoenix Suns,109,Toronto Raptors,111,19800,Scotiabank Arena
Thu Jan 17 2019,Chicago Bulls,105,Denver Nuggets,135,17289,Pepsi Center
Thu Jan 17 2019,Los Angeles Lakers,138,Oklahoma City Thunder,128,18203,Chesapeake Energy Arena
Fri Jan 18 2019,Memphis Grizzlies,116,Boston Celtics,122,18624,TD Garden
Fri Jan 18 2019,Miami Heat,93,Detroit Pistons,98,17228,Little Caesars Arena
Fri Jan 18 2019,Brooklyn Nets,117,Orlando Magic,115,17840,Amway Center
Fri Jan 18 2019,San Antonio Spurs,116,Minnesota Timberwolves,113,17222,Target Center
Fri Jan 18 2019,Cleveland Cavaliers,99,Utah Jazz,115,18306,Vivint Smart Home Arena
Fri Jan 18 2019,Golden State Warriors,112,Los Angeles Clippers,94,19068,STAPLES Center
Fri Jan 18 2019,New Orleans Pelicans,112,Portland Trail Blazers,128,19598,Moda Center
Sat Jan 19 2019,Oklahoma City Thunder,117,Philadelphia 76ers,115,20646,Wells Fargo Center
Sat Jan 19 2019,Phoenix Suns,115,Charlotte Hornets,135,19278,Spectrum Center
Sat Jan 19 2019,Sacramento Kings,103,Detroit Pistons,101,15377,Little Caesars Arena
Sat Jan 19 2019,Dallas Mavericks,99,Indiana Pacers,111,17508,Bankers Life Fieldhouse
Sat Jan 19 2019,Milwaukee Bucks,118,Orlando Magic,108,18846,Amway Center
Sat Jan 19 2019,Boston Celtics,113,Atlanta Hawks,105,16626,State Farm Arena
Sat Jan 19 2019,Memphis Grizzlies,90,Toronto Raptors,119,19800,Scotiabank Arena
Sat Jan 19 2019,Miami Heat,117,Chicago Bulls,103,20926,United Center
Sat Jan 19 2019,Los Angeles Lakers,134,Houston Rockets,138,18055,Toyota Center
Sat Jan 19 2019,Cleveland Cavaliers,102,Denver Nuggets,124,19520,Pepsi Center
Sun Jan 20 2019,Charlotte Hornets,95,Indiana Pacers,120,15015,Bankers Life Fieldhouse
Sun Jan 20 2019,Phoenix Suns,114,Minnesota Timberwolves,116,14607,Target Center
Sun Jan 20 2019,Los Angeles Clippers,103,San Antonio Spurs,95,18354,AT&T Center
Mon Jan 21 2019,Oklahoma City Thunder,127,New York Knicks,109,19493,Madison Square Garden (IV)
Mon Jan 21 2019,Chicago Bulls,104,Cleveland Cavaliers,88,19432,Quicken Loans Arena
Mon Jan 21 2019,Dallas Mavericks,106,Milwaukee Bucks,116,17963,Fiserv Forum
Mon Jan 21 2019,Detroit Pistons,87,Washington Wizards,101,16229,Capital One Arena
Mon Jan 21 2019,Orlando Magic,122,Atlanta Hawks,103,16611,State Farm Arena
Mon Jan 21 2019,Sacramento Kings,94,Brooklyn Nets,123,14233,Barclays Center
Mon Jan 21 2019,New Orleans Pelicans,105,Memphis Grizzlies,85,17794,FedEx Forum
Mon Jan 21 2019,Miami Heat,99,Boston Celtics,107,18624,TD Garden
Mon Jan 21 2019,Houston Rockets,93,Philadelphia 76ers,121,20313,Wells Fargo Center
Mon Jan 21 2019,Portland Trail Blazers,109,Utah Jazz,104,18306,Vivint Smart Home Arena
Mon Jan 21 2019,Golden State Warriors,130,Los Angeles Lakers,111,18997,STAPLES Center
Tue Jan 22 2019,Sacramento Kings,105,Toronto Raptors,120,19800,Scotiabank Arena
Tue Jan 22 2019,Portland Trail Blazers,114,Oklahoma City Thunder,123,18203,Chesapeake Energy Arena
Tue Jan 22 2019,Los Angeles Clippers,98,Dallas Mavericks,106,19466,American Airlines Center
Tue Jan 22 2019,Minnesota Timberwolves,118,Phoenix Suns,91,14460,Talking Stick Resort Arena
Wed Jan 23 2019,Toronto Raptors,106,Indiana Pacers,110,16879,Bankers Life Fieldhouse
Wed Jan 23 2019,Cleveland Cavaliers,103,Boston Celtics,123,18624,TD Garden
Wed Jan 23 2019,Orlando Magic,110,Brooklyn Nets,114,13185,Barclays Center
Wed Jan 23 2019,Los Angeles Clippers,111,Miami Heat,99,19600,AmericanAirlines Arena
Wed Jan 23 2019,Houston Rockets,114,New York Knicks,110,18819,Madison Square Garden (IV)
Wed Jan 23 2019,Atlanta Hawks,121,Chicago Bulls,101,18223,United Center
Wed Jan 23 2019,Charlotte Hornets,118,Memphis Grizzlies,107,12863,FedEx Forum
Wed Jan 23 2019,Detroit Pistons,98,New Orleans Pelicans,94,18181,Smoothie King Center
Wed Jan 23 2019,San Antonio Spurs,120,Philadelphia 76ers,122,20339,Wells Fargo Center
Wed Jan 23 2019,Denver Nuggets,108,Utah Jazz,114,18306,Vivint Smart Home Arena
Thu Jan 24 2019,New Orleans Pelicans,116,Oklahoma City Thunder,122,18203,Chesapeake Energy Arena
Thu Jan 24 2019,Golden State Warriors,126,Washington Wizards,118,20409,Capital One Arena
Thu Jan 24 2019,Portland Trail Blazers,120,Phoenix Suns,106,15441,Talking Stick Resort Arena
Thu Jan 24 2019,Minnesota Timberwolves,120,Los Angeles Lakers,105,18997,STAPLES Center
Fri Jan 25 2019,Washington Wizards,95,Orlando Magic,91,17216,Amway Center
Fri Jan 25 2019,New York Knicks,99,Brooklyn Nets,109,17033,Barclays Center
Fri Jan 25 2019,Miami Heat,100,Cleveland Cavaliers,94,19432,Quicken Loans Arena
Fri Jan 25 2019,Los Angeles Clippers,106,Chicago Bulls,101,19354,United Center
Fri Jan 25 2019,Toronto Raptors,119,Houston Rockets,121,18055,Toyota Center
Fri Jan 25 2019,Sacramento Kings,99,Memphis Grizzlies,96,14486,FedEx Forum
Fri Jan 25 2019,Detroit Pistons,101,Dallas Mavericks,106,20327,American Airlines Center
Fri Jan 25 2019,Charlotte Hornets,99,Milwaukee Bucks,108,17803,Fiserv Forum
Fri Jan 25 2019,Phoenix Suns,95,Denver Nuggets,132,17425,Pepsi Center
Fri Jan 25 2019,Minnesota Timberwolves,102,Utah Jazz,106,18306,Vivint Smart Home Arena
Sat Jan 26 2019,San Antonio Spurs,126,New Orleans Pelicans,114,17724,Smoothie King Center
Sat Jan 26 2019,Indiana Pacers,103,Memphis Grizzlies,106,14486,FedEx Forum
Sat Jan 26 2019,Golden State Warriors,115,Boston Celtics,111,18624,TD Garden
Sat Jan 26 2019,Philadelphia 76ers,110,Denver Nuggets,126,19673,Pepsi Center
Sat Jan 26 2019,Atlanta Hawks,111,Portland Trail Blazers,120,19629,Moda Center
Sun Jan 27 2019,Cleveland Cavaliers,104,Chicago Bulls,101,19675,United Center
Sun Jan 27 2019,Sacramento Kings,108,Los Angeles Clippers,122,19068,STAPLES Center
Sun Jan 27 2019,Milwaukee Bucks,112,Oklahoma City Thunder,118,18203,Chesapeake Energy Arena
Sun Jan 27 2019,Toronto Raptors,123,Dallas Mavericks,120,20308,American Airlines Center
Sun Jan 27 2019,Orlando Magic,98,Houston Rockets,103,18055,Toyota Center
Sun Jan 27 2019,Utah Jazz,125,Minnesota Timberwolves,111,14542,Target Center
Sun Jan 27 2019,Washington Wizards,119,San Antonio Spurs,132,18354,AT&T Center
Sun Jan 27 2019,Miami Heat,106,New York Knicks,97,18852,Madison Square Garden (IV)
Sun Jan 27 2019,Phoenix Suns,102,Los Angeles Lakers,116,18997,STAPLES Center
Mon Jan 28 2019,New York Knicks,92,Charlotte Hornets,101,13963,Spectrum Center
Mon Jan 28 2019,Golden State Warriors,132,Indiana Pacers,100,17923,Bankers Life Fieldhouse
Mon Jan 28 2019,Brooklyn Nets,104,Boston Celtics,112,18624,TD Garden
Mon Jan 28 2019,Denver Nuggets,95,Memphis Grizzlies,92,12917,FedEx Forum
Mon Jan 28 2019,Atlanta Hawks,123,Los Angeles Clippers,118,17382,STAPLES Center
Tue Jan 29 2019,Washington Wizards,113,Cleveland Cavaliers,116,19432,Quicken Loans Arena
Tue Jan 29 2019,Milwaukee Bucks,115,Detroit Pistons,105,14187,Little Caesars Arena
Tue Jan 29 2019,Oklahoma City Thunder,126,Orlando Magic,117,16341,Amway Center
Tue Jan 29 2019,Chicago Bulls,117,Brooklyn Nets,122,12726,Barclays Center
Tue Jan 29 2019,New Orleans Pelicans,121,Houston Rockets,116,18055,Toyota Center
Tue Jan 29 2019,Phoenix Suns,124,San Antonio Spurs,126,18121,AT&T Center
Tue Jan 29 2019,Philadelphia 76ers,121,Los Angeles Lakers,105,18997,STAPLES Center
Wed Jan 30 2019,Charlotte Hornets,94,Boston Celtics,126,18624,TD Garden
Wed Jan 30 2019,Chicago Bulls,105,Miami Heat,89,19600,AmericanAirlines Arena
Wed Jan 30 2019,Dallas Mavericks,114,New York Knicks,90,18842,Madison Square Garden (IV)
Wed Jan 30 2019,Memphis Grizzlies,97,Minnesota Timberwolves,99,13615,Target Center
Wed Jan 30 2019,Denver Nuggets,105,New Orleans Pelicans,99,14211,Smoothie King Center
Wed Jan 30 2019,Indiana Pacers,89,Washington Wizards,107,15354,Capital One Arena
Wed Jan 30 2019,Atlanta Hawks,113,Sacramento Kings,135,17583,Golden 1 Center
Wed Jan 30 2019,Utah Jazz,105,Portland Trail Blazers,132,19393,Moda Center
Thu Jan 31 2019,Dallas Mavericks,89,Detroit Pistons,93,14075,Little Caesars Arena
Thu Jan 31 2019,Indiana Pacers,100,Orlando Magic,107,16625,Amway Center
Thu Jan 31 2019,Milwaukee Bucks,105,Toronto Raptors,92,19800,Scotiabank Arena
Thu Jan 31 2019,Brooklyn Nets,114,San Antonio Spurs,117,18057,AT&T Center
Thu Jan 31 2019,Philadelphia 76ers,113,Golden State Warriors,104,19596,Oracle Arena
Thu Jan 31 2019,Los Angeles Lakers,123,Los Angeles Clippers,120,19068,STAPLES Center
Fri Feb 1 2019,Memphis Grizzlies,92,Charlotte Hornets,100,15387,Spectrum Center
Fri Feb 1 2019,Boston Celtics,113,New York Knicks,99,18343,Madison Square Garden (IV)
Fri Feb 1 2019,Oklahoma City Thunder,118,Miami Heat,102,19600,AmericanAirlines Arena
Fri Feb 1 2019,Atlanta Hawks,112,Utah Jazz,128,18306,Vivint Smart Home Arena
Fri Feb 1 2019,Houston Rockets,122,Denver Nuggets,136,20106,Pepsi Center
Sat Feb 2 2019,Los Angeles Clippers,111,Detroit Pistons,101,17862,Little Caesars Arena
Sat Feb 2 2019,Chicago Bulls,118,Charlotte Hornets,125,19114,Spectrum Center
Sat Feb 2 2019,Brooklyn Nets,89,Orlando Magic,102,17385,Amway Center
Sat Feb 2 2019,Milwaukee Bucks,131,Washington Wizards,115,20409,Capital One Arena
Sat Feb 2 2019,Dallas Mavericks,111,Cleveland Cavaliers,98,19432,Quicken Loans Arena
Sat Feb 2 2019,Indiana Pacers,95,Miami Heat,88,19600,AmericanAirlines Arena
Sat Feb 2 2019,Los Angeles Lakers,101,Golden State Warriors,115,19596,Oracle Arena
Sat Feb 2 2019,New Orleans Pelicans,108,San Antonio Spurs,113,18354,AT&T Center
Sat Feb 2 2019,Denver Nuggets,107,Minnesota Timberwolves,106,17208,Target Center
Sat Feb 2 2019,Atlanta Hawks,118,Phoenix Suns,112,15534,Talking Stick Resort Arena
Sat Feb 2 2019,Houston Rockets,125,Utah Jazz,98,18306,Vivint Smart Home Arena
Sat Feb 2 2019,Philadelphia 76ers,108,Sacramento Kings,115,17583,Golden 1 Center
Sun Feb 3 2019,Memphis Grizzlies,96,New York Knicks,84,17025,Madison Square Garden (IV)
Sun Feb 3 2019,Oklahoma City Thunder,129,Boston Celtics,134,18624,TD Garden
Sun Feb 3 2019,Los Angeles Clippers,103,Toronto Raptors,121,19800,Scotiabank Arena
Mon Feb 4 2019,Denver Nuggets,103,Detroit Pistons,129,12589,Little Caesars Arena
Mon Feb 4 2019,Atlanta Hawks,137,Washington Wizards,129,15025,Capital One Arena
Mon Feb 4 2019,Milwaukee Bucks,113,Brooklyn Nets,94,16209,Barclays Center
Mon Feb 4 2019,Indiana Pacers,109,New Orleans Pelicans,107,15780,Smoothie King Center
Mon Feb 4 2019,Houston Rockets,118,Phoenix Suns,110,15740,Talking Stick Resort Arena
Mon Feb 4 2019,San Antonio Spurs,112,Sacramento Kings,127,16245,Golden 1 Center
Tue Feb 5 2019,Los Angeles Clippers,117,Charlotte Hornets,115,14300,Spectrum Center
Tue Feb 5 2019,Boston Celtics,103,Cleveland Cavaliers,96,19432,Quicken Loans Arena
Tue Feb 5 2019,Los Angeles Lakers,94,Indiana Pacers,136,17265,Bankers Life Fieldhouse
Tue Feb 5 2019,Detroit Pistons,105,New York Knicks,92,17853,Madison Square Garden (IV)
Tue Feb 5 2019,Minnesota Timberwolves,106,Memphis Grizzlies,108,13454,FedEx Forum
Tue Feb 5 2019,Orlando Magic,122,Oklahoma City Thunder,132,18203,Chesapeake Energy Arena
Tue Feb 5 2019,Toronto Raptors,119,Philadelphia 76ers,107,20472,Wells Fargo Center
Tue Feb 5 2019,Miami Heat,118,Portland Trail Blazers,108,19468,Moda Center
Wed Feb 6 2019,Denver Nuggets,130,Brooklyn Nets,135,14516,Barclays Center
Wed Feb 6 2019,New Orleans Pelicans,125,Chicago Bulls,120,18116,United Center
Wed Feb 6 2019,Washington Wizards,129,Milwaukee Bucks,148,17360,Fiserv Forum
Wed Feb 6 2019,Charlotte Hornets,93,Dallas Mavericks,99,19606,American Airlines Center
Wed Feb 6 2019,Phoenix Suns,88,Utah Jazz,116,18306,Vivint Smart Home Arena
Wed Feb 6 2019,Houston Rockets,127,Sacramento Kings,101,17583,Golden 1 Center
Wed Feb 6 2019,San Antonio Spurs,102,Golden State Warriors,141,19596,Oracle Arena
Thu Feb 7 2019,Los Angeles Clippers,92,Indiana Pacers,116,15756,Bankers Life Fieldhouse
Thu Feb 7 2019,Minnesota Timberwolves,112,Orlando Magic,122,17184,Amway Center
Thu Feb 7 2019,Toronto Raptors,119,Atlanta Hawks,101,16036,State Farm Arena
Thu Feb 7 2019,Los Angeles Lakers,129,Boston Celtics,128,18624,TD Garden
Thu Feb 7 2019,Memphis Grizzlies,95,Oklahoma City Thunder,117,18203,Chesapeake Energy Arena
Thu Feb 7 2019,San Antonio Spurs,118,Portland Trail Blazers,127,19393,Moda Center
Fri Feb 8 2019,New York Knicks,103,Detroit Pistons,120,14430,Little Caesars Arena
Fri Feb 8 2019,Denver Nuggets,110,Philadelphia 76ers,117,20627,Wells Fargo Center
Fri Feb 8 2019,Cleveland Cavaliers,106,Washington Wizards,119,16682,Capital One Arena
Fri Feb 8 2019,Chicago Bulls,125,Brooklyn Nets,106,15267,Barclays Center
Fri Feb 8 2019,Milwaukee Bucks,122,Dallas Mavericks,107,20420,American Airlines Center
Fri Feb 8 2019,Golden State Warriors,117,Phoenix Suns,107,17081,Talking Stick Resort Arena
Fri Feb 8 2019,Minnesota Timberwolves,117,New Orleans Pelicans,122,16980,Smoothie King Center
Fri Feb 8 2019,Miami Heat,96,Sacramento Kings,102,17583,Golden 1 Center
Sat Feb 9 2019,San Antonio Spurs,105,Utah Jazz,125,18306,Vivint Smart Home Arena
Sat Feb 9 2019,Cleveland Cavaliers,90,Indiana Pacers,105,17923,Bankers Life Fieldhouse
Sat Feb 9 2019,Charlotte Hornets,129,Atlanta Hawks,120,15048,State Farm Arena
Sat Feb 9 2019,Toronto Raptors,104,New York Knicks,99,18886,Madison Square Garden (IV)
Sat Feb 9 2019,Los Angeles Clippers,123,Boston Celtics,112,18624,TD Garden
Sat Feb 9 2019,Washington Wizards,134,Chicago Bulls,125,19942,United Center
Sat Feb 9 2019,New Orleans Pelicans,90,Memphis Grizzlies,99,16841,FedEx Forum
Sat Feb 9 2019,Oklahoma City Thunder,117,Houston Rockets,112,18061,Toyota Center
Sat Feb 9 2019,Orlando Magic,103,Milwaukee Bucks,83,17812,Fiserv Forum
Sun Feb 10 2019,Portland Trail Blazers,101,Dallas Mavericks,102,20340,American Airlines Center
Sun Feb 10 2019,Los Angeles Lakers,120,Philadelphia 76ers,143,20683,Wells Fargo Center
Sun Feb 10 2019,Phoenix Suns,104,Sacramento Kings,117,17583,Golden 1 Center
Sun Feb 10 2019,Orlando Magic,124,Atlanta Hawks,108,13370,State Farm Arena
Sun Feb 10 2019,Miami Heat,118,Golden State Warriors,120,19596,Oracle Arena
Mon Feb 11 2019,New York Knicks,104,Cleveland Cavaliers,107,19432,Quicken Loans Arena
Mon Feb 11 2019,Washington Wizards,112,Detroit Pistons,121,15246,Little Caesars Arena
Mon Feb 11 2019,Charlotte Hornets,90,Indiana Pacers,99,15734,Bankers Life Fieldhouse
Mon Feb 11 2019,Brooklyn Nets,125,Toronto Raptors,127,19800,Scotiabank Arena
Mon Feb 11 2019,Milwaukee Bucks,112,Chicago Bulls,99,18833,United Center
Mon Feb 11 2019,Dallas Mavericks,104,Houston Rockets,120,18055,Toyota Center
Mon Feb 11 2019,Los Angeles Clippers,120,Minnesota Timberwolves,130,13782,Target Center
Mon Feb 11 2019,Portland Trail Blazers,111,Oklahoma City Thunder,120,18203,Chesapeake Energy Arena
Mon Feb 11 2019,Miami Heat,87,Denver Nuggets,103,18378,Pepsi Center
Tue Feb 12 2019,Los Angeles Lakers,113,Atlanta Hawks,117,16824,State Farm Arena
Tue Feb 12 2019,San Antonio Spurs,108,Memphis Grizzlies,107,13788,FedEx Forum
Tue Feb 12 2019,Orlando Magic,118,New Orleans Pelicans,88,15733,Smoothie King Center
Tue Feb 12 2019,Boston Celtics,112,Philadelphia 76ers,109,20582,Wells Fargo Center
Tue Feb 12 2019,Utah Jazz,108,Golden State Warriors,115,19596,Oracle Arena
Wed Feb 13 2019,Brooklyn Nets,148,Cleveland Cavaliers,139,17434,Quicken Loans Arena
Wed Feb 13 2019,Milwaukee Bucks,106,Indiana Pacers,97,17311,Bankers Life Fieldhouse
Wed Feb 13 2019,Detroit Pistons,110,Boston Celtics,118,18624,TD Garden
Wed Feb 13 2019,Philadelphia 76ers,126,New York Knicks,111,18983,Madison Square Garden (IV)
Wed Feb 13 2019,Washington Wizards,120,Toronto Raptors,129,19800,Scotiabank Arena
Wed Feb 13 2019,Memphis Grizzlies,110,Chicago Bulls,122,19114,United Center
Wed Feb 13 2019,Houston Rockets,111,Minnesota Timberwolves,121,15131,Target Center
Wed Feb 13 2019,Miami Heat,112,Dallas Mavericks,101,20364,American Airlines Center
Wed Feb 13 2019,Sacramento Kings,118,Denver Nuggets,120,17938,Pepsi Center
Wed Feb 13 2019,Phoenix Suns,107,Los Angeles Clippers,134,17703,STAPLES Center
Wed Feb 13 2019,Golden State Warriors,107,Portland Trail Blazers,129,19549,Moda Center
Thu Feb 14 2019,Charlotte Hornets,89,Orlando Magic,127,18846,Amway Center
Thu Feb 14 2019,New York Knicks,106,Atlanta Hawks,91,14179,State Farm Arena
Thu Feb 14 2019,Oklahoma City Thunder,122,New Orleans Pelicans,131,15686,Smoothie King Center
Thu Feb 21 2019,Phoenix Suns,98,Cleveland Cavaliers,111,19022,Quicken Loans Arena
Thu Feb 21 2019,Miami Heat,102,Philadelphia 76ers,106,20505,Wells Fargo Center
Thu Feb 21 2019,Portland Trail Blazers,113,Brooklyn Nets,99,17732,Barclays Center
Thu Feb 21 2019,Boston Celtics,97,Milwaukee Bucks,98,17926,Fiserv Forum
Thu Feb 21 2019,Sacramento Kings,123,Golden State Warriors,125,19596,Oracle Arena
Thu Feb 21 2019,Houston Rockets,106,Los Angeles Lakers,111,18997,STAPLES Center
Fri Feb 22 2019,Washington Wizards,110,Charlotte Hornets,123,15572,Spectrum Center
Fri Feb 22 2019,New Orleans Pelicans,111,Indiana Pacers,126,16962,Bankers Life Fieldhouse
Fri Feb 22 2019,Chicago Bulls,110,Orlando Magic,109,18846,Amway Center
Fri Feb 22 2019,San Antonio Spurs,117,Toronto Raptors,120,20058,Scotiabank Arena
Fri Feb 22 2019,Detroit Pistons,125,Atlanta Hawks,122,14067,State Farm Arena
Fri Feb 22 2019,Minnesota Timberwolves,115,New York Knicks,104,19096,Madison Square Garden (IV)
Fri Feb 22 2019,Los Angeles Clippers,112,Memphis Grizzlies,106,16444,FedEx Forum
Fri Feb 22 2019,Denver Nuggets,114,Dallas Mavericks,104,20382,American Airlines Center
Fri Feb 22 2019,Utah Jazz,147,Oklahoma City Thunder,148,18203,Chesapeake Energy Arena
Sat Feb 23 2019,Portland Trail Blazers,130,Philadelphia 76ers,115,20619,Wells Fargo Center
Sat Feb 23 2019,Phoenix Suns,112,Atlanta Hawks,120,15214,State Farm Arena
Sat Feb 23 2019,Brooklyn Nets,117,Charlotte Hornets,115,19158,Spectrum Center
Sat Feb 23 2019,Memphis Grizzlies,107,Cleveland Cavaliers,112,19432,Quicken Loans Arena
Sat Feb 23 2019,Los Angeles Lakers,115,New Orleans Pelicans,128,18626,Smoothie King Center
Sat Feb 23 2019,Indiana Pacers,119,Washington Wizards,112,19648,Capital One Arena
