date,team_1,team_1_score,team_2,team_2_score,stadium_attendance,stadium
Mon Jan 8 2018,Milwaukee Bucks,96,Indiana Pacers,109,14670,Bankers Life Fieldhouse
Mon Jan 8 2018,Toronto Raptors,114,Brooklyn Nets,113,13681,Barclays Center
Mon Jan 8 2018,Houston Rockets,116,Chicago Bulls,107,17462,United Center
Mon Jan 8 2018,Cleveland Cavaliers,99,Minnesota Timberwolves,127,18978,Target Center
Mon Jan 8 2018,Detroit Pistons,109,New Orleans Pelicans,112,12874,Smoothie King Center
Mon Jan 8 2018,San Antonio Spurs,107,Sacramento Kings,100,17583,Golden 1 Center
Mon Jan 8 2018,Denver Nuggets,114,Golden State Warriors,124,19596,Oracle Arena
Mon Jan 8 2018,Atlanta Hawks,107,Los Angeles Clippers,108,14624,STAPLES Center
Tue Jan 9 2018,Miami Heat,90,Toronto Raptors,89,19800,Air Canada Centre
Tue Jan 9 2018,Portland Trail Blazers,117,Oklahoma City Thunder,106,18203,Chesapeake Energy Arena
Tue Jan 9 2018,Orlando Magic,99,Dallas Mavericks,114,19306,American Airlines Center
Tue Jan 9 2018,Sacramento Kings,86,Los Angeles Lakers,99,18997,STAPLES Center
Wed Jan 10 2018,Dallas Mavericks,115,Charlotte Hornets,111,14462,Spectrum Center
Wed Jan 10 2018,Miami Heat,114,Indiana Pacers,106,14540,Bankers Life Fieldhouse
Wed Jan 10 2018,Utah Jazz,107,Washington Wizards,104,15640,Capital One Arena
Wed Jan 10 2018,Detroit Pistons,114,Brooklyn Nets,80,13457,Barclays Center
Wed Jan 10 2018,Chicago Bulls,122,New York Knicks,119,19812,Madison Square Garden (IV)
Wed Jan 10 2018,Portland Trail Blazers,112,Houston Rockets,121,18055,Toyota Center
Wed Jan 10 2018,New Orleans Pelicans,102,Memphis Grizzlies,105,14312,FedEx Forum
Wed Jan 10 2018,Orlando Magic,103,Milwaukee Bucks,110,14543,BMO Harris Bradley Center
Wed Jan 10 2018,Oklahoma City Thunder,88,Minnesota Timberwolves,104,18978,Target Center
Wed Jan 10 2018,Atlanta Hawks,110,Denver Nuggets,97,14182,Pepsi Center
Wed Jan 10 2018,Los Angeles Clippers,125,Golden State Warriors,106,19596,Oracle Arena
Thu Jan 11 2018,Boston Celtics,114,Philadelphia 76ers,103,19078,The O2 Arena
Thu Jan 11 2018,Cleveland Cavaliers,99,Toronto Raptors,133,19923,Air Canada Centre
Thu Jan 11 2018,Los Angeles Clippers,121,Sacramento Kings,115,17583,Golden 1 Center
Thu Jan 11 2018,San Antonio Spurs,81,Los Angeles Lakers,93,18997,STAPLES Center
Fri Jan 12 2018,Utah Jazz,88,Charlotte Hornets,99,14848,Spectrum Center
Fri Jan 12 2018,Cleveland Cavaliers,95,Indiana Pacers,97,17923,Bankers Life Fieldhouse
Fri Jan 12 2018,Orlando Magic,119,Washington Wizards,125,18171,Capital One Arena
Fri Jan 12 2018,Brooklyn Nets,110,Atlanta Hawks,105,13093,Philips Arena
Fri Jan 12 2018,Golden State Warriors,108,Milwaukee Bucks,94,18717,BMO Harris Bradley Center
Fri Jan 12 2018,New York Knicks,108,Minnesota Timberwolves,118,18978,Target Center
Fri Jan 12 2018,Portland Trail Blazers,113,New Orleans Pelicans,119,17003,Smoothie King Center
Fri Jan 12 2018,Memphis Grizzlies,78,Denver Nuggets,87,15607,Pepsi Center
Fri Jan 12 2018,Houston Rockets,112,Phoenix Suns,95,18055,Talking Stick Resort Arena
Sat Jan 13 2018,Los Angeles Lakers,107,Dallas Mavericks,101,20209,American Airlines Center
Sat Jan 13 2018,Sacramento Kings,105,Los Angeles Clippers,126,16656,STAPLES Center
Sat Jan 13 2018,Oklahoma City Thunder,101,Charlotte Hornets,91,19624,Spectrum Center
Sat Jan 13 2018,Brooklyn Nets,113,Washington Wizards,119,18354,Capital One Arena
Sat Jan 13 2018,Golden State Warriors,127,Toronto Raptors,125,20078,Air Canada Centre
Sat Jan 13 2018,Detroit Pistons,105,Chicago Bulls,107,21613,United Center
Sat Jan 13 2018,Denver Nuggets,80,San Antonio Spurs,112,18418,AT&T Center
Sun Jan 14 2018,Milwaukee Bucks,79,Miami Heat,97,19600,AmericanAirlines Arena
Sun Jan 14 2018,New Orleans Pelicans,123,New York Knicks,118,19812,Madison Square Garden (IV)
Sun Jan 14 2018,Indiana Pacers,120,Phoenix Suns,97,17091,Talking Stick Resort Arena
Sun Jan 14 2018,Portland Trail Blazers,103,Minnesota Timberwolves,120,14739,Target Center
Mon Jan 15 2018,Charlotte Hornets,118,Detroit Pistons,107,17200,Little Caesars Arena
Mon Jan 15 2018,Toronto Raptors,111,Philadelphia 76ers,117,20637,Wells Fargo Center
Mon Jan 15 2018,Milwaukee Bucks,104,Washington Wizards,95,19607,Capital One Arena
Mon Jan 15 2018,San Antonio Spurs,99,Atlanta Hawks,102,15806,Philips Arena
Mon Jan 15 2018,New York Knicks,119,Brooklyn Nets,104,17732,Barclays Center
Mon Jan 15 2018,Miami Heat,111,Chicago Bulls,119,20546,United Center
Mon Jan 15 2018,Los Angeles Lakers,114,Memphis Grizzlies,123,17794,FedEx Forum
Mon Jan 15 2018,Golden State Warriors,118,Cleveland Cavaliers,108,20562,Quicken Loans Arena
Mon Jan 15 2018,Sacramento Kings,88,Oklahoma City Thunder,95,18203,Chesapeake Energy Arena
Mon Jan 15 2018,Indiana Pacers,109,Utah Jazz,94,18306,Vivint Smart Home Arena
Mon Jan 15 2018,Houston Rockets,102,Los Angeles Clippers,113,17622,STAPLES Center
Tue Jan 16 2018,Minnesota Timberwolves,102,Orlando Magic,108,18589,Amway Center
Tue Jan 16 2018,New Orleans Pelicans,116,Boston Celtics,113,18624,TD Garden
Tue Jan 16 2018,Dallas Mavericks,102,Denver Nuggets,105,14097,Pepsi Center
Tue Jan 16 2018,Phoenix Suns,111,Portland Trail Blazers,118,18604,Moda Center
Wed Jan 17 2018,Washington Wizards,109,Charlotte Hornets,133,11528,Spectrum Center
Wed Jan 17 2018,New Orleans Pelicans,93,Atlanta Hawks,94,10894,Philips Arena
Wed Jan 17 2018,San Antonio Spurs,100,Brooklyn Nets,95,15425,Barclays Center
Wed Jan 17 2018,Detroit Pistons,91,Toronto Raptors,96,19800,Air Canada Centre
Wed Jan 17 2018,Golden State Warriors,119,Chicago Bulls,112,21372,United Center
Wed Jan 17 2018,New York Knicks,99,Memphis Grizzlies,105,12885,FedEx Forum
Wed Jan 17 2018,Miami Heat,106,Milwaukee Bucks,101,16695,BMO Harris Bradley Center
Wed Jan 17 2018,Los Angeles Lakers,90,Oklahoma City Thunder,114,18203,Chesapeake Energy Arena
Wed Jan 17 2018,Utah Jazz,120,Sacramento Kings,105,17583,Golden 1 Center
Wed Jan 17 2018,Denver Nuggets,104,Los Angeles Clippers,109,15043,STAPLES Center
Thu Jan 18 2018,Philadelphia 76ers,89,Boston Celtics,80,18624,TD Garden
Thu Jan 18 2018,Orlando Magic,103,Cleveland Cavaliers,104,20562,Quicken Loans Arena
Thu Jan 18 2018,Minnesota Timberwolves,98,Houston Rockets,116,18055,Toyota Center
Thu Jan 18 2018,Indiana Pacers,86,Portland Trail Blazers,100,19071,Moda Center
Fri Jan 19 2018,San Antonio Spurs,83,Toronto Raptors,86,19800,Air Canada Centre
Fri Jan 19 2018,Miami Heat,95,Brooklyn Nets,101,17732,Barclays Center
Fri Jan 19 2018,Washington Wizards,122,Detroit Pistons,112,14744,Little Caesars Arena
Fri Jan 19 2018,Sacramento Kings,88,Memphis Grizzlies,106,16831,FedEx Forum
Fri Jan 19 2018,Phoenix Suns,108,Denver Nuggets,100,15732,Pepsi Center
Fri Jan 19 2018,Indiana Pacers,86,Los Angeles Lakers,99,18997,STAPLES Center
Fri Jan 19 2018,New York Knicks,117,Utah Jazz,115,18306,Vivint Smart Home Arena
Sat Jan 20 2018,Oklahoma City Thunder,148,Cleveland Cavaliers,124,20562,Quicken Loans Arena
Sat Jan 20 2018,Chicago Bulls,113,Atlanta Hawks,97,15597,Philips Arena
Sat Jan 20 2018,Miami Heat,106,Charlotte Hornets,105,18687,Spectrum Center
Sat Jan 20 2018,Memphis Grizzlies,104,New Orleans Pelicans,111,18212,Smoothie King Center
Sat Jan 20 2018,Milwaukee Bucks,94,Philadelphia 76ers,116,20826,Wells Fargo Center
Sat Jan 20 2018,Golden State Warriors,108,Houston Rockets,116,18055,Toyota Center
Sat Jan 20 2018,Toronto Raptors,109,Minnesota Timberwolves,115,17828,Target Center
Sat Jan 20 2018,Los Angeles Clippers,113,Utah Jazz,125,18306,Vivint Smart Home Arena
Sat Jan 20 2018,Dallas Mavericks,108,Portland Trail Blazers,117,19464,Moda Center
Sun Jan 21 2018,Orlando Magic,103,Boston Celtics,95,18624,TD Garden
Sun Jan 21 2018,New York Knicks,107,Los Angeles Lakers,127,18997,STAPLES Center
Sun Jan 21 2018,Brooklyn Nets,101,Detroit Pistons,100,17554,Little Caesars Arena
Sun Jan 21 2018,Indiana Pacers,94,San Antonio Spurs,86,18418,AT&T Center
Mon Jan 22 2018,Sacramento Kings,107,Charlotte Hornets,112,11806,Spectrum Center
Mon Jan 22 2018,Utah Jazz,90,Atlanta Hawks,104,11096,Philips Arena
Mon Jan 22 2018,Miami Heat,90,Houston Rockets,99,18055,Toyota Center
Mon Jan 22 2018,Philadelphia 76ers,101,Memphis Grizzlies,105,14288,FedEx Forum
Mon Jan 22 2018,Phoenix Suns,105,Milwaukee Bucks,109,14766,BMO Harris Bradley Center
Mon Jan 22 2018,Chicago Bulls,128,New Orleans Pelicans,132,17101,Smoothie King Center
Mon Jan 22 2018,Washington Wizards,75,Dallas Mavericks,98,19328,American Airlines Center
Mon Jan 22 2018,Portland Trail Blazers,101,Denver Nuggets,104,14474,Pepsi Center
Mon Jan 22 2018,Minnesota Timberwolves,126,Los Angeles Clippers,118,16347,STAPLES Center
Tue Jan 23 2018,Sacramento Kings,105,Orlando Magic,99,18846,Amway Center
Tue Jan 23 2018,Brooklyn Nets,108,Oklahoma City Thunder,109,18203,Chesapeake Energy Arena
Tue Jan 23 2018,Cleveland Cavaliers,102,San Antonio Spurs,114,18418,AT&T Center
Tue Jan 23 2018,New York Knicks,112,Golden State Warriors,123,19596,Oracle Arena
Tue Jan 23 2018,Boston Celtics,107,Los Angeles Lakers,108,18997,STAPLES Center
Wed Jan 24 2018,New Orleans Pelicans,101,Charlotte Hornets,96,14588,Spectrum Center
Wed Jan 24 2018,Utah Jazz,98,Detroit Pistons,95,15682,Little Caesars Arena
Wed Jan 24 2018,Phoenix Suns,101,Indiana Pacers,116,14060,Bankers Life Fieldhouse
Wed Jan 24 2018,Chicago Bulls,101,Philadelphia 76ers,115,20547,Wells Fargo Center
Wed Jan 24 2018,Toronto Raptors,108,Atlanta Hawks,93,12780,Philips Arena
Wed Jan 24 2018,Houston Rockets,104,Dallas Mavericks,97,19378,American Airlines Center
Wed Jan 24 2018,San Antonio Spurs,108,Memphis Grizzlies,85,15812,FedEx Forum
Wed Jan 24 2018,Minnesota Timberwolves,114,Portland Trail Blazers,123,18920,Moda Center
Wed Jan 24 2018,Boston Celtics,113,Los Angeles Clippers,102,19430,STAPLES Center
Thu Jan 25 2018,Sacramento Kings,89,Miami Heat,88,19600,AmericanAirlines Arena
Thu Jan 25 2018,Washington Wizards,112,Oklahoma City Thunder,121,18203,Chesapeake Energy Arena
Thu Jan 25 2018,New York Knicks,118,Denver Nuggets,130,15482,Pepsi Center
Thu Jan 25 2018,Minnesota Timberwolves,113,Golden State Warriors,126,19596,Oracle Arena
Fri Jan 26 2018,Atlanta Hawks,110,Charlotte Hornets,121,15479,Spectrum Center
Fri Jan 26 2018,Indiana Pacers,108,Cleveland Cavaliers,115,20562,Quicken Loans Arena
Fri Jan 26 2018,Utah Jazz,97,Toronto Raptors,93,19800,Air Canada Centre
Fri Jan 26 2018,Los Angeles Lakers,108,Chicago Bulls,103,21827,United Center
Fri Jan 26 2018,Los Angeles Clippers,109,Memphis Grizzlies,100,16369,FedEx Forum
Fri Jan 26 2018,Brooklyn Nets,91,Milwaukee Bucks,116,18717,BMO Harris Bradley Center
Fri Jan 26 2018,Houston Rockets,113,New Orleans Pelicans,115,17186,Smoothie King Center
Fri Jan 26 2018,Portland Trail Blazers,107,Dallas Mavericks,93,19876,American Airlines Center
Fri Jan 26 2018,Philadelphia 76ers,97,San Antonio Spurs,78,18418,AT&T Center
Fri Jan 26 2018,New York Knicks,107,Phoenix Suns,85,17068,Talking Stick Resort Arena
Sat Jan 27 2018,Oklahoma City Thunder,121,Detroit Pistons,108,20491,Little Caesars Arena
Sat Jan 27 2018,Orlando Magic,112,Indiana Pacers,114,17923,Bankers Life Fieldhouse
Sat Jan 27 2018,Washington Wizards,129,Atlanta Hawks,104,15843,Philips Arena
Sat Jan 27 2018,Charlotte Hornets,91,Miami Heat,95,19600,AmericanAirlines Arena
Sat Jan 27 2018,Boston Celtics,105,Golden State Warriors,109,19596,Oracle Arena
Sat Jan 27 2018,Dallas Mavericks,89,Denver Nuggets,91,19520,Pepsi Center
Sat Jan 27 2018,Brooklyn Nets,97,Minnesota Timberwolves,111,16231,Target Center
Sun Jan 28 2018,Milwaukee Bucks,110,Chicago Bulls,96,21630,United Center
Sun Jan 28 2018,Phoenix Suns,102,Houston Rockets,113,18055,Toyota Center
Sun Jan 28 2018,Los Angeles Clippers,112,New Orleans Pelicans,103,16378,Smoothie King Center
Sun Jan 28 2018,Detroit Pistons,104,Cleveland Cavaliers,121,20562,Quicken Loans Arena
Sun Jan 28 2018,Philadelphia 76ers,112,Oklahoma City Thunder,122,18202,Chesapeake Energy Arena
Sun Jan 28 2018,Los Angeles Lakers,111,Toronto Raptors,123,19800,Air Canada Centre
Sun Jan 28 2018,Sacramento Kings,98,San Antonio Spurs,113,18418,AT&T Center
Mon Jan 29 2018,Charlotte Hornets,96,Indiana Pacers,105,14225,Bankers Life Fieldhouse
Mon Jan 29 2018,Minnesota Timberwolves,100,Atlanta Hawks,105,12589,Philips Arena
Mon Jan 29 2018,Phoenix Suns,109,Memphis Grizzlies,120,13202,FedEx Forum
Mon Jan 29 2018,Philadelphia 76ers,95,Milwaukee Bucks,107,14126,BMO Harris Bradley Center
Mon Jan 29 2018,Miami Heat,95,Dallas Mavericks,88,19555,American Airlines Center
Mon Jan 29 2018,Boston Celtics,111,Denver Nuggets,110,19520,Pepsi Center
Tue Jan 30 2018,Oklahoma City Thunder,96,Washington Wizards,102,20356,Capital One Arena
Tue Jan 30 2018,Brooklyn Nets,95,New York Knicks,111,19505,Madison Square Garden (IV)
Tue Jan 30 2018,Minnesota Timberwolves,104,Toronto Raptors,109,19800,Air Canada Centre
Tue Jan 30 2018,Cleveland Cavaliers,114,Detroit Pistons,125,18508,Little Caesars Arena
Tue Jan 30 2018,Orlando Magic,107,Houston Rockets,114,18055,Toyota Center
Tue Jan 30 2018,Sacramento Kings,114,New Orleans Pelicans,103,14292,Smoothie King Center
Tue Jan 30 2018,Denver Nuggets,104,San Antonio Spurs,106,18418,AT&T Center
Tue Jan 30 2018,Golden State Warriors,99,Utah Jazz,129,18306,Vivint Smart Home Arena
Tue Jan 30 2018,Portland Trail Blazers,104,Los Angeles Clippers,96,16705,STAPLES Center
Wed Jan 31 2018,Memphis Grizzlies,101,Indiana Pacers,105,15093,Bankers Life Fieldhouse
Wed Jan 31 2018,Los Angeles Lakers,105,Orlando Magic,127,18553,Amway Center
Wed Jan 31 2018,Charlotte Hornets,123,Atlanta Hawks,110,13103,Philips Arena
Wed Jan 31 2018,Philadelphia 76ers,108,Brooklyn Nets,116,15577,Barclays Center
Wed Jan 31 2018,Miami Heat,89,Cleveland Cavaliers,91,20562,Quicken Loans Arena
Wed Jan 31 2018,New York Knicks,73,Boston Celtics,103,18624,TD Garden
Wed Jan 31 2018,Chicago Bulls,108,Portland Trail Blazers,124,19422,Moda Center
Wed Jan 31 2018,Dallas Mavericks,88,Phoenix Suns,102,15923,Talking Stick Resort Arena
Thu Feb 1 2018,Memphis Grizzlies,102,Detroit Pistons,104,17481,Little Caesars Arena
Thu Feb 1 2018,Toronto Raptors,119,Washington Wizards,122,15599,Capital One Arena
Thu Feb 1 2018,Milwaukee Bucks,89,Minnesota Timberwolves,108,17199,Target Center
Thu Feb 1 2018,Houston Rockets,102,San Antonio Spurs,91,18418,AT&T Center
Thu Feb 1 2018,Oklahoma City Thunder,124,Denver Nuggets,127,18407,Pepsi Center
Fri Feb 2 2018,Indiana Pacers,126,Charlotte Hornets,133,17135,Spectrum Center
Fri Feb 2 2018,Atlanta Hawks,110,Boston Celtics,119,18624,TD Garden
Fri Feb 2 2018,Los Angeles Lakers,102,Brooklyn Nets,99,17732,Barclays Center
Fri Feb 2 2018,Portland Trail Blazers,105,Toronto Raptors,130,19800,Air Canada Centre
Fri Feb 2 2018,New York Knicks,90,Milwaukee Bucks,92,18717,BMO Harris Bradley Center
Fri Feb 2 2018,Miami Heat,97,Philadelphia 76ers,103,20636,Wells Fargo Center
Fri Feb 2 2018,New Orleans Pelicans,114,Oklahoma City Thunder,100,18203,Chesapeake Energy Arena
Fri Feb 2 2018,Utah Jazz,129,Phoenix Suns,97,16560,Talking Stick Resort Arena
Fri Feb 2 2018,Golden State Warriors,119,Sacramento Kings,104,17583,Golden 1 Center
Sat Feb 3 2018,Chicago Bulls,103,Los Angeles Clippers,113,19068,STAPLES Center
Sat Feb 3 2018,Miami Heat,107,Detroit Pistons,111,18747,Little Caesars Arena
Sat Feb 3 2018,Philadelphia 76ers,92,Indiana Pacers,100,17923,Bankers Life Fieldhouse
Sat Feb 3 2018,Washington Wizards,115,Orlando Magic,98,18846,Amway Center
Sat Feb 3 2018,Houston Rockets,120,Cleveland Cavaliers,88,20562,Quicken Loans Arena
Sat Feb 3 2018,Golden State Warriors,108,Denver Nuggets,115,20103,Pepsi Center
Sat Feb 3 2018,New Orleans Pelicans,107,Minnesota Timberwolves,118,17954,Target Center
Sat Feb 3 2018,Utah Jazz,120,San Antonio Spurs,111,18418,AT&T Center
Sat Feb 3 2018,Dallas Mavericks,106,Sacramento Kings,99,17583,Golden 1 Center
Sun Feb 4 2018,Portland Trail Blazers,96,Boston Celtics,97,18624,TD Garden
Sun Feb 4 2018,Milwaukee Bucks,109,Brooklyn Nets,94,14392,Barclays Center
Sun Feb 4 2018,Atlanta Hawks,99,New York Knicks,96,19441,Madison Square Garden (IV)
Sun Feb 4 2018,Memphis Grizzlies,86,Toronto Raptors,101,19800,Air Canada Centre
Sun Feb 4 2018,Los Angeles Lakers,108,Oklahoma City Thunder,104,18203,Chesapeake Energy Arena
Sun Feb 4 2018,Charlotte Hornets,115,Phoenix Suns,110,14487,Talking Stick Resort Arena
Mon Feb 5 2018,Portland Trail Blazers,91,Detroit Pistons,111,13810,Little Caesars Arena
Mon Feb 5 2018,Washington Wizards,111,Indiana Pacers,102,13169,Bankers Life Fieldhouse
Mon Feb 5 2018,Orlando Magic,111,Miami Heat,109,19600,AmericanAirlines Arena
Mon Feb 5 2018,Utah Jazz,133,New Orleans Pelicans,109,14293,Smoothie King Center
Mon Feb 5 2018,Charlotte Hornets,104,Denver Nuggets,121,14410,Pepsi Center
Mon Feb 5 2018,Chicago Bulls,98,Sacramento Kings,104,17583,Golden 1 Center
Mon Feb 5 2018,Dallas Mavericks,101,Los Angeles Clippers,104,15127,STAPLES Center
Tue Feb 6 2018,Cleveland Cavaliers,98,Orlando Magic,116,18846,Amway Center
Tue Feb 6 2018,Memphis Grizzlies,82,Atlanta Hawks,108,11866,Philips Arena
Tue Feb 6 2018,Houston Rockets,123,Brooklyn Nets,113,15064,Barclays Center
Tue Feb 6 2018,Milwaukee Bucks,103,New York Knicks,89,19812,Madison Square Garden (IV)
Tue Feb 6 2018,Boston Celtics,91,Toronto Raptors,111,20017,Air Canada Centre
Tue Feb 6 2018,Washington Wizards,102,Philadelphia 76ers,115,20530,Wells Fargo Center
Tue Feb 6 2018,Oklahoma City Thunder,125,Golden State Warriors,105,19596,Oracle Arena
Tue Feb 6 2018,Phoenix Suns,93,Los Angeles Lakers,112,18997,STAPLES Center
Wed Feb 7 2018,Brooklyn Nets,106,Detroit Pistons,115,15114,Little Caesars Arena
Wed Feb 7 2018,Houston Rockets,109,Miami Heat,101,19600,AmericanAirlines Arena
Wed Feb 7 2018,Minnesota Timberwolves,138,Cleveland Cavaliers,140,20562,Quicken Loans Arena
Wed Feb 7 2018,Utah Jazz,92,Memphis Grizzlies,88,13187,FedEx Forum
Wed Feb 7 2018,San Antonio Spurs,129,Phoenix Suns,81,15993,Talking Stick Resort Arena
Thu Feb 8 2018,Atlanta Hawks,98,Orlando Magic,100,16215,Amway Center
Thu Feb 8 2018,New York Knicks,88,Toronto Raptors,113,19800,Air Canada Centre
Thu Feb 8 2018,Boston Celtics,110,Washington Wizards,104,20356,Capital One Arena
Thu Feb 8 2018,Charlotte Hornets,103,Portland Trail Blazers,109,19178,Moda Center
Thu Feb 8 2018,Dallas Mavericks,103,Golden State Warriors,121,19596,Oracle Arena
Thu Feb 8 2018,Oklahoma City Thunder,81,Los Angeles Lakers,106,18997,STAPLES Center
Fri Feb 9 2018,Los Angeles Clippers,108,Detroit Pistons,95,16697,Little Caesars Arena
Fri Feb 9 2018,New Orleans Pelicans,82,Philadelphia 76ers,100,20489,Wells Fargo Center
Fri Feb 9 2018,Cleveland Cavaliers,123,Atlanta Hawks,107,16438,Philips Arena
Fri Feb 9 2018,Indiana Pacers,97,Boston Celtics,91,18624,TD Garden
Fri Feb 9 2018,Denver Nuggets,104,Houston Rockets,130,18055,Toyota Center
Fri Feb 9 2018,Milwaukee Bucks,85,Miami Heat,91,20018,AmericanAirlines Arena
Fri Feb 9 2018,Charlotte Hornets,94,Utah Jazz,106,18306,Vivint Smart Home Arena
Fri Feb 9 2018,Minnesota Timberwolves,113,Chicago Bulls,114,21558,United Center
Fri Feb 9 2018,Portland Trail Blazers,118,Sacramento Kings,100,17583,Golden 1 Center
Sat Feb 10 2018,New Orleans Pelicans,138,Brooklyn Nets,128,16572,Barclays Center
Sat Feb 10 2018,Milwaukee Bucks,111,Orlando Magic,104,18347,Amway Center
Sat Feb 10 2018,Los Angeles Clippers,98,Philadelphia 76ers,112,20504,Wells Fargo Center
Sat Feb 10 2018,Washington Wizards,101,Chicago Bulls,90,21112,United Center
Sat Feb 10 2018,Los Angeles Lakers,123,Dallas Mavericks,130,20162,American Airlines Center
Sat Feb 10 2018,San Antonio Spurs,105,Golden State Warriors,122,19596,Oracle Arena
Sat Feb 10 2018,Denver Nuggets,123,Phoenix Suns,113,16325,Talking Stick Resort Arena
Sun Feb 11 2018,Toronto Raptors,123,Charlotte Hornets,103,18320,Spectrum Center
Sun Feb 11 2018,Detroit Pistons,115,Atlanta Hawks,118,15214,Philips Arena
Sun Feb 11 2018,Cleveland Cavaliers,121,Boston Celtics,99,18624,TD Garden
Sun Feb 11 2018,New York Knicks,113,Indiana Pacers,121,17923,Bankers Life Fieldhouse
Sun Feb 11 2018,Dallas Mavericks,97,Houston Rockets,104,18055,Toyota Center
Sun Feb 11 2018,Sacramento Kings,106,Minnesota Timberwolves,111,18068,Target Center
Sun Feb 11 2018,Memphis Grizzlies,92,Oklahoma City Thunder,110,18203,Chesapeake Energy Arena
Sun Feb 11 2018,Utah Jazz,115,Portland Trail Blazers,96,19730,Moda Center
Mon Feb 12 2018,New Orleans Pelicans,118,Detroit Pistons,103,14453,Little Caesars Arena
Mon Feb 12 2018,New York Knicks,92,Philadelphia 76ers,108,20589,Wells Fargo Center
Mon Feb 12 2018,Los Angeles Clippers,114,Brooklyn Nets,101,13735,Barclays Center
Mon Feb 12 2018,Orlando Magic,101,Chicago Bulls,105,18611,United Center
Mon Feb 12 2018,San Antonio Spurs,99,Utah Jazz,101,18306,Vivint Smart Home Arena
Mon Feb 12 2018,Phoenix Suns,83,Golden State Warriors,129,19596,Oracle Arena
Tue Feb 13 2018,Miami Heat,112,Toronto Raptors,115,19800,Air Canada Centre
Tue Feb 13 2018,Atlanta Hawks,92,Milwaukee Bucks,97,14720,BMO Harris Bradley Center
Tue Feb 13 2018,Houston Rockets,126,Minnesota Timberwolves,108,18978,Target Center
Tue Feb 13 2018,Cleveland Cavaliers,120,Oklahoma City Thunder,112,18203,Chesapeake Energy Arena
Tue Feb 13 2018,Sacramento Kings,114,Dallas Mavericks,109,19801,American Airlines Center
Tue Feb 13 2018,San Antonio Spurs,109,Denver Nuggets,117,17623,Pepsi Center
Wed Feb 14 2018,Atlanta Hawks,98,Detroit Pistons,104,15849,Little Caesars Arena
Wed Feb 14 2018,Charlotte Hornets,104,Orlando Magic,102,18428,Amway Center
Wed Feb 14 2018,Miami Heat,102,Philadelphia 76ers,104,20492,Wells Fargo Center
Wed Feb 14 2018,Indiana Pacers,108,Brooklyn Nets,103,13159,Barclays Center
Wed Feb 14 2018,Washington Wizards,118,New York Knicks,113,19812,Madison Square Garden (IV)
Wed Feb 14 2018,Los Angeles Clippers,129,Boston Celtics,119,18624,TD Garden
Wed Feb 14 2018,Toronto Raptors,122,Chicago Bulls,98,21006,United Center
Wed Feb 14 2018,Sacramento Kings,91,Houston Rockets,100,18055,Toyota Center
Wed Feb 14 2018,Oklahoma City Thunder,121,Memphis Grizzlies,114,16012,FedEx Forum
Wed Feb 14 2018,Los Angeles Lakers,117,New Orleans Pelicans,139,15436,Smoothie King Center
Wed Feb 14 2018,Phoenix Suns,97,Utah Jazz,107,18306,Vivint Smart Home Arena
Wed Feb 14 2018,Golden State Warriors,117,Portland Trail Blazers,123,19520,Moda Center
Thu Feb 15 2018,Denver Nuggets,134,Milwaukee Bucks,123,15486,BMO Harris Bradley Center
Thu Feb 15 2018,Los Angeles Lakers,111,Minnesota Timberwolves,119,17534,Target Center
Thu Feb 22 2018,Brooklyn Nets,96,Charlotte Hornets,111,14112,Spectrum Center
Thu Feb 22 2018,New York Knicks,120,Orlando Magic,113,18846,Amway Center
Thu Feb 22 2018,Philadelphia 76ers,116,Chicago Bulls,115,21312,United Center
Thu Feb 22 2018,Washington Wizards,110,Cleveland Cavaliers,103,20562,Quicken Loans Arena
Thu Feb 22 2018,Oklahoma City Thunder,110,Sacramento Kings,107,17583,Golden 1 Center
Thu Feb 22 2018,Los Angeles Clippers,127,Golden State Warriors,134,19596,Oracle Arena
Fri Feb 23 2018,Boston Celtics,110,Detroit Pistons,98,20491,Little Caesars Arena
Fri Feb 23 2018,Atlanta Hawks,93,Indiana Pacers,116,17923,Bankers Life Fieldhouse
Fri Feb 23 2018,Charlotte Hornets,122,Washington Wizards,105,17824,Capital One Arena
Fri Feb 23 2018,Milwaukee Bucks,122,Toronto Raptors,119,20047,Air Canada Centre
Fri Feb 23 2018,Minnesota Timberwolves,102,Houston Rockets,120,18055,Toyota Center
Fri Feb 23 2018,Cleveland Cavaliers,112,Memphis Grizzlies,89,18119,FedEx Forum
Fri Feb 23 2018,Miami Heat,123,New Orleans Pelicans,124,17751,Smoothie King Center
Fri Feb 23 2018,San Antonio Spurs,119,Denver Nuggets,122,20027,Pepsi Center
Fri Feb 23 2018,Los Angeles Clippers,128,Phoenix Suns,117,17126,Talking Stick Resort Arena
Fri Feb 23 2018,Portland Trail Blazers,100,Utah Jazz,81,18306,Vivint Smart Home Arena
Fri Feb 23 2018,Dallas Mavericks,102,Los Angeles Lakers,124,18997,STAPLES Center
Sat Feb 24 2018,Orlando Magic,105,Philadelphia 76ers,116,20594,Wells Fargo Center
Sat Feb 24 2018,Memphis Grizzlies,89,Miami Heat,115,19600,AmericanAirlines Arena
Sat Feb 24 2018,Boston Celtics,121,New York Knicks,112,19812,Madison Square Garden (IV)
Sat Feb 24 2018,Oklahoma City Thunder,80,Golden State Warriors,112,19596,Oracle Arena
